Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"RAWAT – Rural Association for Women’s Alligatory Tribute, New Delhi",https://ngosindia.org/delhi-ngos/rawat-rural-association-for-womens-alligatory-tribute-new-delhi/,"RZ-222, Shiv Block New Delhi Pin: 110045 Delhi",91-11-25382526,91-93124 12055,rawatorg@gmail.com,http://www.ngo-rawat.org,"D. S. Rawat, Rajiv Kr. Jha, Supriya Hazra",Serve the vulnerable section of the society with the support of like minded organizations people.,RAWAT generate and creates awareness among the clusters of backward community who are subliminal necessitating their participation in the activities and evolve methodology to foster them encounter their problems and difficulties on top priority with greater vigour. Necessary teaching and training in different skills is imparted culminating in the generation of additional funds to meet with their daily needs on SOS basis This gives self- reliant and to rise steadily to join the mainstream.,,unreachable,,ConnectionError,,
"Ray Welfare Trust, Delhi",https://ngosindia.org/delhi-ngos/ray-welfare-trust-delhi/,"16/160, Trilok Puri Delhi Pin: 110092 Delhi",91-11-25188700,91-98102 11104,raywelfaretrustngo@rediffmail.com,http://www.raywelfaretrustngo.org,Rohit Thakur,Need fund for upgradation of poor vulnurable families.,To take up the development activities awareness programms in urban rural areas. Trust gave emphasis to work in rural urban areas for the benefit of the target community.,,unreachable,,ConnectionError,,
"RDSS – Resource Development Support System Private Limited, New Delhi",https://ngosindia.org/delhi-ngos/rdss-resource-development-support-system-private-limited-new-delhi/,"252/1, 2nd Floor, Shahpur Jat, Opp. Panchsheel Commercial Complex New Delhi Pin: 110049 Delhi","? 91-11-26490665, 91-11-26490029",,dsspl@vsnl.net,? http://www.abcin.net/dsspl,"? Arpana Purpose 😕 Development(General), Sustainable Development Aims/Objectives/Mission 😕 RDSS is an intermediary social development organization, provides support services to the grassroot NGOs and to funding agencies for ensuring better implementation of programmes for improving the quality of life of poor and disadvantaged people. These services include capacity building of NGOs, providing technical support and expertise for carrying out needs assessment, impact assessment, project formulation, feasibility analysis, documentation, etc.",,,,unreachable,,InvalidURL,,
"Re-Creative Movement of Patriots Society, New Delhi",https://ngosindia.org/delhi-ngos/re-creative-movement-of-patriots-society-new-delhi/,"FF 103, Pankaj Tower I, Sonia Pvr Complex, Vikaspuri New Delhi Pin: 110018 Delhi",91-11-28535797,91-99584 80855,rm_patriotsasia2006@yahoomail.com,http://www.yahoomail.com,K K Sharma,"Service to the social cause, education, water, NRM, women empowerment, rural development disbility, old age care.",Social good in all the noble field and volunteer to exend the helping hand to the unfortunate citizens.,,uncertain,25.0,Yahoo Mail | Email with smart features and top-notch security,,
"Real Cause, New Delhi",https://ngosindia.org/delhi-ngos/real-cause-new-delhi/,"18/85, Zakir Nagar, Street 38, Opp. New Friends Colony, Okhla New Delhi Pin: 110025 Delhi",91-11-65688587,"91-98111 78611, 91-98102 65024",realcausengo@gmail.com,http://www.realcause.org,"Kamran Siddiqui, Haroon Siddiqui",Health & education,"To uplift each and every section of the society irrespective of caste, creed and race by providing and continuing the work of assistance through free medical checkup for eyes, blood pressure, hearts, aids, health camps, awareness camps on different communicable diseases etc by which the common people can be benefitted. With the growing populations and problem faced by the people, there are still a lot of people where we felt are unreached and problem cannot be solved wihtout any govt funding or funding agency’s support. We cannot be substitute for the govt programs but we can complement the program by integrating our program with overall development at the grass root level. Hence our main activity would be the Medical Assistance.",,likely_match,100.0,Real Cause,,
"Real Life Public Charitable Trust, Delhi",https://ngosindia.org/delhi-ngos/real-life-public-charitable-trust-delhi/,"S 24 B, Second Floor Delhi Pin: 110092 Delhi",,91-98115 75472,realeducation1@gmail.com,http://www.reallifegroup.org,Dr P K Sinha,"Education, health, agriculture.","Promote education, health, agriculture, computer education and award the deserving candidates for their outstanding performance.",,uncertain,50.0,Coming Soon,,
"Real Scholar Society, New Delhi",https://ngosindia.org/delhi-ngos/real-scholar-society-new-delhi/,"T A 64/4, First Floor, Near Khana Khazana New Delhi Pin: 110019 Delhi",91-11-29990359,,info@realscholarsociety.org,http://www.realscholarsociety.org,"Asif Equbal, Sohan Giri",Children,"Real Scholar Society established in 2008 by a group of young enthusiasts of India. The stone was laid by Mr. Asif Equbal & Mr. Hamish Sethi in an effort to uplift the society deprived of education, in the nascent stage they opened a new school in Bihar state. The group aims at the dream of a better life for underprivileged society. Riveting on the underprivileged children, we have expanded ourselves at a level which includes a school, an free educational institution called shiksha kendra, regular educational aide in rural India. We are currently expanding our dreams through more projects. Real Scholar Society is a charitable organization committed to the upliftment of rural children who are deprived of education. The children who are impoverished but meritorious.",,likely_match,100.0,Real Scholar Society – Making Choices for the Healthier Future,,
"Real Time Help Foundatation [RTHF], Najafgarh",https://ngosindia.org/delhi-ngos/real-time-help-foundatation-rthf-najafgarh/,,,"88007 81939, 88269 11939",slhdevraj@gmail.com,,Anita Malik,"Social Work Aim/Objective/Mission : We are aware and ensuring all and every issue of a culturaly developed, underdeveloped, rural, urban society issues are taken up and shouldered as and when it is known, reaches us or when we get a first information or requirement from any where and are capabale, are prepared with our teams to help in need and it is the foundatational mission of our ngo as real help in time. Adolsent girls issue, advocacy on social issues, agriculture, animal health,animal welfare,awareness generation. discouraging and heping campains against child labour along with child rights, child welfare are being takenup as and when arises. Similarly community development, consumer issues, corporate social responsibility, donatations, reaching and assisting existing cow protections… Are issues for which our ngo is not only deeply aware but does what ever is required for help, governance, through awareness, education, training when ever comes. Specifically we propogate and work for education, training socialy backward (rag picker, sex workers children) at our place, and old [...]",,,no_website,,,,
"Real Yoga Stream, Delhi",https://ngosindia.org/delhi-ngos/real-yoga-stream-delhi/,"Burari, Delhi Delhi Pin: 110097 Delhi",,91-98919 27877,yogipadma@realyog.com,http://www.realyog.org,Yogi Padma,To provide genuine yoga services.,"Propagation of real concept, techniques of yoga to keep one healthy, wealthy, wise and happy.",,unreachable,,ConnectionError,,
"Recreative Movement of Patriots Society, New Delhi",https://ngosindia.org/delhi-ngos/recreative-movement-of-patriots-society-new-delhi/,"103 FF, Pankaj Tower, II Vikaspuri New Delhi Pin: 110018 Delhi",,91-99584 80855,rm_patriotsasia2006@yahoo.co.in,,K K Sharma,Corruption free services.,"Liberate the nation from corruption, terrorists, starvarion, nara jai hind.",,no_website,,,,
"Reform India, New Delhi",https://ngosindia.org/delhi-ngos/reform-india-new-delhi/,"55, VK Park New Delhi Pin: 110092 Delhi",91-11-22431755,91-97180 14993,rahulkumar07@aitdelhi.net,http://www.reform.co.nr,Rahul Kumar,"Education, health, environment.",We have mission to eliminate child labour and to make people aware about environmental issues.,,uncertain,24.0,(no title/meta found),,
"Reform Institute Of Vocational Studies, New Delhi",https://ngosindia.org/delhi-ngos/reform-institute-of-vocational-studies-new-delhi/,,,"98110 72737, 97171 54321",info@rivs.in,www.rivs.in,Lalit Kumar Singh,"Community Development, Education, Employment Provide 100 Percent Job In Hotel Management. Aim/Objective/Mission : Provide placement or job in hotel management. Education and certification for unskilled person. Education and certification for skilled person also.",,,unreachable,,ConnectionError,,
"Regenerate India, Delhi",https://ngosindia.org/delhi-ngos/regenerate-india-delhi/,"D-84, 4th Floor, Jamia Nagar Delhi Pin: 110025 Delhi",91-11-26841602,,mh.gentle@gmail.com,,M H Gentle,Rural Development,"Work for nation, in the field of health, education, rural development.",,no_website,,,,
"Remac Realty Educational Society, Narela Delhi",https://ngosindia.org/delhi-ngos/remac-realty-educational-society-narela-delhi/,,,95995 55863,rresngo@gmail.com,,Mukesh Gupta,"Art And Craft, Art And Culture, Awareness Generation, Child Labour, Child Rights, Child Welfare, Distance Learning, E-Governance, Economics And Finance, Education, General – Social Welfare, Grants/Aids, Human Rights, Labour, Library, Ngo Management, Self Help Groups, Women’S Issues. Aim/Objective/Mission : To work for the educational upliftment of the rural area and vocatioanal traning.",,,no_website,,,,
"Renee Foundation for Women Empowerment, Delhi",https://ngosindia.org/delhi-ngos/renee-foundation-for-women-empowerment-delhi/,"S-428, Greater Kailash, Part I Delhi Pin: 110048 Delhi",91-11-2923003,,info@reneefoundation.org,http://www.reneefoundation.org,Pratiti Kalind,Women Empowerment,To empower downtrodden women in all respects and bring into mainstream of nation.,,unreachable,,ConnectionError,,
"Renu Fondation, Delhi",https://ngosindia.org/delhi-ngos/renu-fondation-delhi/,,,98917 67527,renu.found2007@gmail.com,www.renufoundation.org.in,Uttam Kumar,"Awareness Generation, Child Labour, Child Rights, Child Welfare, Community Development, Corporate Social Responsibility, Education, Grants/Aids, Health, Hiv/Aids, Human Rights, Labour, Legal Awareness, Old Aged Welfare, Sanitation, Training, Water, Women Development/Welfare, Yoga, Youth. Aim/Objective/Mission : Mission- renu foundation is committed to the mission of helping individuals, groups and communities to reflect on their strengths and acquire knowledge and skills to catalyze group action and synergy that will translate into development- equitable and sustainable. Vision renu foundation envisions a society of empowered individuals and groups that respect each other s dignity and rights and vigilant on their rights and responsibilities as citizens of a democratic nation and a civil society.",,,unreachable,,ConnectionError,,
"Rescue Charitable Trust, Delhi",https://ngosindia.org/delhi-ngos/rescue-charitable-trust-delhi/,"59, Shyam Enclave Delhi Pin: 110092 Delhi",91-11-43087170,,rescue.info@yahoo.in,,Sachin,Health issues for poor peoples.,To work for poor people those are not able to spend money on major medical cause and also working for red light childrens.,,no_website,,,,
"Research and Development Vision, New Delhi",https://ngosindia.org/delhi-ngos/research-and-development-vision-new-delhi/,"B-14, Golden Enclave, West of Dwarka More Metro Station New Delhi Pin: 110043 Delhi",91-11-32045601,,rdv.global@rediffmail.com,,Navin Kumar,Social research & development.,Delivering timely and accurate services and research materials to our clients take the top most places at the priority list of Research & Development Vision. Accurate research materials are prepared after intense research on various topics as specified by our clients. To serve our customers with truly value creating services.,,no_website,,,,
"Resource Development Centre, New Delhi",https://ngosindia.org/delhi-ngos/resource-development-centre-new-delhi/,"122, Katwaria Sarai, Saheed Jit Singh Arg New Delhi Pin: 110016 Delhi",91-11-26525702,,info@rdcindia.org,http://www.rdcindia.org,Asutosh Satpathy,"Community and resource mobilization, micro-institution building, income generation.","To conserve, foster and develop resources for sustainability, productivity, equity, empowerment, effective utilization and management, capacity building, human capability formation and enrichment of information resource base for enterprise and community development.",,uncertain,33.3,RDC India,,
"RESPONSENET, New Delhi",https://ngosindia.org/delhi-ngos/responsenet-new-delhi/,"C-2/2200, Vasnt Kunj New Delhi Pin: 110070 Delhi",91-11-65422890,,support@responsenet.org,http://www.responsenet.org,Angela,Responsenet is short for response network which is creating a network of the abilities.,The vision of responsenet is to enhance value and bring together a reliable response network of the abilities of thousands of organizations and individuals in a connected way.,,likely_match,100.0,Responsenet - Transforming CSR Investments into Measurable Impact Across India,,
